5.998072792734193825e+01,4.047423257829657928e+01,9.676261138193970623e+01
5.998072792734193825e+01,4.047423257829657928e+01,9.676261138193970623e+01
5.121924647049049639e+01,4.047423257829657928e+01,9.676261138193970623e+01
4.412244649044082223e+01,4.047423257829657928e+01,9.676261138193970623e+01
3.837403850660058424e+01,4.047423257829657928e+01,9.676261138193970623e+01
3.371782803968999787e+01,4.047423257829657928e+01,9.676261138193970623e+01
2.994629756149241828e+01,4.047423257829657928e+01,9.676261138193970623e+01
2.689135787415238354e+01,4.047423257829657928e+01,9.676261138193970623e+01
2.441685672740694457e+01,4.047423257829657928e+01,9.676261138193970623e+01
2.241251079854314554e+01,4.047423257829657928e+01,9.676261138193970623e+01
2.078899059616346889e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.947393923223592793e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.840874762745462334e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.754594242758176392e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.684707021568474872e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.628098372404816274e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.582245366582253254e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.545104431865977190e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.515020274745793571e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.490652107478444854e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.470913891991892086e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.454925937447784712e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.441975694267057406e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.431485997290668521e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.422989342739793628e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.416107052553584822e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.410532397502755586e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.406016926911584086e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.402359395732735159e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.399396795477867173e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.396997089271424564e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.395053327244205832e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.393478880002158604e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.392203577736100506e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.391170582900593189e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.390333857083832747e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.389656109172256393e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.389107133363879498e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.388662462959094412e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.388302279931218486e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.388010531678638770e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.387774215594049387e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.387582799565531921e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.387427752582433094e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.387302164526122716e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.387200438200511243e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.387118039876765963e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.387051297234532399e+01,4.047423257829657928e+01,9.676261138193970623e+01
1.386704393405835845e+01,4.047423257829657928e+01,9.676261138193970623e+01
