7.416814821694561743e-01,7.594964642458988946e-01,7.215491233414109695e-01,7.489663476193069158e-01,7.754918175068790109e-01,6.837342921110135530e-01,7.152766846568100467e-01,7.437947905467657828e-01,7.631807079112196135e-01,7.716752183349800953e-01,8.037701636626805035e-01,7.051016041824138547e-01,8.621034485100615985e-01,8.616645897030135171e-01,8.161494851078953117e-01,8.510939680844399335e-01
6.893829255207124529e-01,6.979027807794111471e-01,6.928954889626275371e-01,7.084712683461474869e-01,7.150091638765687652e-01,6.598921734010567697e-01,6.606979690949752460e-01,6.709336916435996168e-01,6.641444434011456455e-01,6.686013464335651690e-01,6.830704072451186937e-01,6.593718399348503789e-01,7.292376015495959374e-01,7.347841809449644490e-01,7.152688685654176037e-01,7.126420322238598004e-01
7.493298312324797594e-01,7.648076606629988783e-01,7.229410900289910957e-01,7.450579581393479423e-01,7.728680307117539172e-01,7.017078576617407082e-01,7.375894708255630317e-01,7.636304491569800845e-01,7.894431596019040320e-01,7.963542141859393242e-01,8.241848912862232979e-01,7.267998447859954636e-01,8.681782647358041727e-01,8.651878665200634089e-01,8.213635543894998170e-01,8.629002318145662098e-01
6.854931482092952999e-01,6.940723486988286117e-01,6.894331234722362867e-01,7.052076318920171838e-01,7.115957876346300504e-01,6.557112196871045517e-01,6.560970804509265175e-01,6.662968714369333911e-01,6.589318010789482205e-01,6.634228215582727017e-01,6.779063286818429734e-01,6.548687553804760642e-01,7.248041393437798519e-01,7.305932902452779709e-01,7.111810612205915483e-01,7.077536436833635758e-01
7.548455577560602148e-01,7.680219754863412129e-01,7.222590238285188091e-01,7.389322977543948401e-01,7.680694878959291039e-01,7.172916577701837770e-01,7.569945359111082128e-01,7.806046107103676857e-01,8.118716557934465561e-01,8.173496522129420905e-01,8.412675817409447365e-01,7.457176737065364103e-01,8.723484681139255237e-01,8.668852799528977693e-01,8.245498855194708376e-01,8.723187667242746635e-01
6.831384251322973888e-01,6.921228376400725413e-01,6.877239709927887024e-01,7.043334401691773161e-01,7.107883314789483764e-01,6.518016264377310964e-01,6.517216179420093347e-01,6.623056797126020134e-01,6.539718433863920266e-01,6.586893980315294828e-01,6.737829152702750068e-01,6.505538865176602181e-01,7.233026471365416876e-01,7.295720090961174131e-01,7.095851722343602397e-01,7.051097355318922677e-01
7.574266678907343175e-01,7.682991785564268206e-01,7.185457746341330498e-01,7.295045994496794917e-01,7.600405234375594565e-01,7.297998433413773745e-01,7.729466757691934031e-01,7.942118345105877442e-01,8.302188870590955228e-01,8.344133302144215447e-01,8.548013954280968552e-01,7.612703847674044955e-01,8.740573818775814185e-01,8.660751531521325708e-01,8.249670564943787365e-01,8.790165728888126306e-01
6.819954714561990983e-01,6.914861035120222210e-01,6.870306867608920731e-01,7.046022635948542279e-01,7.113133762726043807e-01,6.487939929403081507e-01,6.485075113449564332e-01,6.596656515082783834e-01,6.505890366521271950e-01,6.555868363950246858e-01,6.715199283838744204e-01,6.473211469675861363e-01,7.239576086409029720e-01,7.306447040014838468e-01,7.097266187999524689e-01,7.046381567463914086e-01
7.566812717526714138e-01,7.651666076325314148e-01,7.111797725472345233e-01,7.159360539860313288e-01,7.479603274211871211e-01,7.391061857188951922e-01,7.855151975486888150e-01,8.045175931489477739e-01,8.448703516171348626e-01,8.479027306415646281e-01,8.650917799602353409e-01,7.734817909752748077e-01,8.730337541247712441e-01,8.623149921044660493e-01,8.221942346844843819e-01,8.830367277015751526e-01
6.819922174363366452e-01,6.920022065448881987e-01,6.871062639385746573e-01,7.055806142865438391e-01,7.127398967102563931e-01,6.469640230315473195e-01,6.468713163710370084e-01,6.587180846027905767e-01,6.493867242386699434e-01,6.546679282115356324e-01,6.715426757532366731e-01,6.455641119702807407e-01,7.265805045784290428e-01,7.335014154751756665e-01,7.114011729642426562e-01,7.064304386550341874e-01
